"schema","object_type","object_name","grantee","privilege_type","is_grantable","source_migration_if_known","owner","classification","expected","difference"
"public","FUNCTION","validate_reservations_clinic_refs()","service_role","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_revenue_estimate_child_refs()","postgres","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_revenue_estimate_child_refs()","service_role","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_revenue_estimate_insurance_fee_refs()","postgres","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_revenue_estimate_insurance_fee_refs()","service_role","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_revenue_estimate_line_insurance_fee_refs()","postgres","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_revenue_estimate_line_insurance_fee_refs()","service_role","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_revenue_estimates_refs()","postgres","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_revenue_estimates_refs()","service_role","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_shift_requests_clinic_refs()","PUBLIC","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_shift_requests_clinic_refs()","anon","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_shift_requests_clinic_refs()","authenticated","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_shift_requests_clinic_refs()","postgres","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","FUNCTION","validate_shift_requests_clinic_refs()","service_role","EXECUTE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","postgres","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","postgres","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","postgres","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","postgres","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","postgres","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","postgres","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","postgres","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","postgres","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","service_role","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","service_role","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","service_role","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","service_role","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","service_role","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","service_role","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","service_role","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","MATERIALIZED_VIEW","daily_reservation_stats","service_role","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","SCHEMA","public","PUBLIC","USAGE","NO","UNKNOWN_NOT_IN_PG_CATALOG","pg_database_owner","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","SCHEMA","public","anon","USAGE","NO","UNKNOWN_NOT_IN_PG_CATALOG","pg_database_owner","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","SCHEMA","public","authenticated","USAGE","NO","UNKNOWN_NOT_IN_PG_CATALOG","pg_database_owner","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","SCHEMA","public","pg_database_owner","CREATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","pg_database_owner","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","SCHEMA","public","pg_database_owner","USAGE","NO","UNKNOWN_NOT_IN_PG_CATALOG","pg_database_owner","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","SCHEMA","public","postgres","USAGE","NO","UNKNOWN_NOT_IN_PG_CATALOG","pg_database_owner","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","SCHEMA","public","service_role","USAGE","NO","UNKNOWN_NOT_IN_PG_CATALOG","pg_database_owner","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","anon","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","anon","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","anon","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","anon","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","anon","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","anon","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","anon","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","anon","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","authenticated","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","authenticated","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","authenticated","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","authenticated","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","authenticated","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","authenticated","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","authenticated","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","authenticated","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","postgres","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","postgres","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","postgres","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","postgres","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","postgres","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","postgres","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","postgres","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","postgres","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","service_role","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","service_role","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","service_role","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","service_role","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","service_role","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","service_role","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","service_role","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","ai_comments","service_role","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","anon","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","anon","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","anon","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","anon","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","anon","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","anon","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","anon","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","anon","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","authenticated","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","authenticated","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","authenticated","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","authenticated","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","authenticated","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","authenticated","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","authenticated","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","authenticated","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","postgres","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","postgres","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","postgres","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","postgres","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","postgres","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","postgres","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","postgres","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","postgres","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","service_role","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","service_role","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","service_role","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","service_role","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","service_role","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","service_role","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","service_role","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","appointments","service_role","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","anon","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","anon","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","anon","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","anon","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","anon","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","anon","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","anon","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","anon","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","authenticated","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","authenticated","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","authenticated","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","authenticated","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","authenticated","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","authenticated","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","authenticated","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","authenticated","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","postgres","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","postgres","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","postgres","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","postgres","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","postgres","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","postgres","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","postgres","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","postgres","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","service_role","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","service_role","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","service_role","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","service_role","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","service_role","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","service_role","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","service_role","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","audit_logs","service_role","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","anon","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","anon","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","anon","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","anon","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","anon","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","anon","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","anon","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","anon","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","authenticated","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","authenticated","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","authenticated","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","authenticated","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","authenticated","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","authenticated","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","authenticated","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","authenticated","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","postgres","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","postgres","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","postgres","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","postgres","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","postgres","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","postgres","TRIGGER","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","postgres","TRUNCATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","postgres","UPDATE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","service_role","DELETE","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","service_role","INSERT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","service_role","MAINTAIN","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","service_role","REFERENCES","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","TABLE","beta_feedback","service_role","SELECT","NO","UNKNOWN_NOT_IN_PG_CATALOG","postgres","UNCLASSIFIED","UNDECIDED","UNKNOWN"
