"schema","child_table","constraint_name","constraint_type","child_columns","parent_schema","parent_table","parent_columns","on_update","on_delete","validated","tenant_pair_detected","definition","classification","expected","difference"
"public","subscriptions","subscriptions_plan_code_check","CHECK","plan_code",,,"",,,"true","false","CHECK ((plan_code = ANY (ARRAY['single_clinic'::text, 'group'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","subscriptions","subscriptions_stripe_checkout_session_id_key","UNIQUE","stripe_checkout_session_id",,,"",,,"true","false","UNIQUE (stripe_checkout_session_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","subscriptions","subscriptions_stripe_customer_id_key","UNIQUE","stripe_customer_id",,,"",,,"true","false","UNIQUE (stripe_customer_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","subscriptions","subscriptions_stripe_group_base_subscription_item_id_key","UNIQUE","stripe_group_base_subscription_item_id",,,"",,,"true","false","UNIQUE (stripe_group_base_subscription_item_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","subscriptions","subscriptions_stripe_single_subscription_item_id_key","UNIQUE","stripe_single_subscription_item_id",,,"",,,"true","false","UNIQUE (stripe_single_subscription_item_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","subscriptions","subscriptions_stripe_store_subscription_item_id_key","UNIQUE","stripe_store_subscription_item_id",,,"",,,"true","false","UNIQUE (stripe_store_subscription_item_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","subscriptions","subscriptions_stripe_subscription_id_key","UNIQUE","stripe_subscription_id",,,"",,,"true","false","UNIQUE (stripe_subscription_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatment_menu_records","treatment_menu_records_menu_id_fkey","FOREIGN KEY","menu_id","public","menus","id","NO ACTION","RESTRICT","true","false","FOREIGN KEY (menu_id) REFERENCES menus(id) ON DELETE RESTRICT","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatment_menu_records","treatment_menu_records_performed_by_fkey","FOREIGN KEY","performed_by","public","staff","id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (performed_by) REFERENCES staff(id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatment_menu_records","treatment_menu_records_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatment_menu_records","treatment_menu_records_quantity_check","CHECK","quantity",,,"",,,"true","false","CHECK ((quantity > 0))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatment_menu_records","treatment_menu_records_total_price_check","CHECK","total_price",,,"",,,"true","false","CHECK ((total_price >= (0)::numeric))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatment_menu_records","treatment_menu_records_treatment_id_fkey","FOREIGN KEY","treatment_id","public","treatments","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (treatment_id) REFERENCES treatments(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatment_menu_records","treatment_menu_records_unit_price_check","CHECK","unit_price",,,"",,,"true","false","CHECK ((unit_price >= (0)::numeric))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatments","treatments_appointment_id_fkey","FOREIGN KEY","appointment_id","public","appointments","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (appointment_id) REFERENCES appointments(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatments","treatments_appointment_id_key","UNIQUE","appointment_id",,,"",,,"true","false","UNIQUE (appointment_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatments","treatments_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatments","treatments_patient_id_fkey","FOREIGN KEY","patient_id","public","patients","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (patient_id) REFERENCES patients(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatments","treatments_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatments","treatments_primary_staff_id_fkey","FOREIGN KEY","primary_staff_id","public","staff","id","NO ACTION","RESTRICT","true","false","FOREIGN KEY (primary_staff_id) REFERENCES staff(id) ON DELETE RESTRICT","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","treatments","treatments_status_check","CHECK","status",,,"",,,"true","false","CHECK (((status)::text = ANY (ARRAY[('in_progress'::character varying)::text, ('completed'::character varying)::text, ('cancelled'::character varying)::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_mfa_settings","fk_mfa_clinic","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_mfa_settings","fk_mfa_user","FOREIGN KEY","user_id","auth","users","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_mfa_settings","user_mfa_settings_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_mfa_settings","user_mfa_settings_user_id_key","UNIQUE","user_id",,,"",,,"true","false","UNIQUE (user_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_permissions","chk_user_permissions_valid_role","CHECK","role",,,"",,,"true","false","CHECK (((role)::text = ANY (ARRAY[('admin'::character varying)::text, ('clinic_admin'::character varying)::text, ('manager'::character varying)::text, ('therapist'::character varying)::text, ('staff'::character varying)::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_permissions","user_permissions_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","SET NULL","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_permissions","user_permissions_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_permissions","user_permissions_staff_id_fkey","FOREIGN KEY","staff_id","public","staff","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (staff_id) REFERENCES staff(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_permissions","user_permissions_staff_id_key","UNIQUE","staff_id",,,"",,,"true","false","UNIQUE (staff_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_permissions","user_permissions_username_key","UNIQUE","username",,,"",,,"true","false","UNIQUE (username)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_sessions","user_sessions_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_sessions","user_sessions_created_by_fkey","FOREIGN KEY","created_by","auth","users","id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (created_by) REFERENCES auth.users(id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_sessions","user_sessions_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_sessions","user_sessions_revoked_by_fkey","FOREIGN KEY","revoked_by","auth","users","id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (revoked_by) REFERENCES auth.users(id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_sessions","user_sessions_session_token_key","UNIQUE","session_token",,,"",,,"true","false","UNIQUE (session_token)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_sessions","user_sessions_user_id_fkey","FOREIGN KEY","user_id","auth","users","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","visit_stage_definitions","visit_stage_definitions_pkey","PRIMARY KEY","code",,,"",,,"true","false","PRIMARY KEY (code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","visits","visits_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","visits","visits_patient_id_fkey","FOREIGN KEY","patient_id","public","patients","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (patient_id) REFERENCES patients(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","visits","visits_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","visits","visits_therapist_id_fkey","FOREIGN KEY","therapist_id","public","staff","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (therapist_id) REFERENCES staff(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
