"schema","child_table","constraint_name","constraint_type","child_columns","parent_schema","parent_table","parent_columns","on_update","on_delete","validated","tenant_pair_detected","definition","classification","expected","difference"
"public","ai_comments","ai_comments_clinic_id_comment_date_key","UNIQUE","clinic_id,comment_date",,,"",,,"true","false","UNIQUE (clinic_id, comment_date)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","ai_comments","daily_ai_comments_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","ai_comments","daily_ai_comments_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","appointments","appointments_cancelled_by_fkey","FOREIGN KEY","cancelled_by","public","profiles","id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (cancelled_by) REFERENCES profiles(id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","appointments","appointments_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","appointments","appointments_created_by_fkey","FOREIGN KEY","created_by","public","profiles","id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (created_by) REFERENCES profiles(id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","appointments","appointments_number_clinic_unique","UNIQUE","clinic_id,appointment_number",,,"",,,"true","false","UNIQUE (clinic_id, appointment_number)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","appointments","appointments_patient_id_fkey","FOREIGN KEY","patient_id","public","patients","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (patient_id) REFERENCES patients(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","appointments","appointments_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","appointments","appointments_priority_check","CHECK","priority",,,"",,,"true","false","CHECK (((priority)::text = ANY (ARRAY[('low'::character varying)::text, ('normal'::character varying)::text, ('high'::character varying)::text, ('urgent'::character varying)::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","appointments","appointments_staff_id_fkey","FOREIGN KEY","staff_id","public","staff","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (staff_id) REFERENCES staff(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","appointments","appointments_start_before_end","CHECK","start_time,end_time",,,"",,,"true","false","CHECK ((start_time < end_time))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","appointments","appointments_status_check","CHECK","status",,,"",,,"true","false","CHECK (((status)::text = ANY (ARRAY[('scheduled'::character varying)::text, ('confirmed'::character varying)::text, ('in_progress'::character varying)::text, ('completed'::character varying)::text, ('cancelled'::character varying)::text, ('no_show'::character varying)::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","audit_logs","audit_logs_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","SET NULL","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","audit_logs","audit_logs_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","audit_logs","audit_logs_user_id_fkey","FOREIGN KEY","user_id","public","staff","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (user_id) REFERENCES staff(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","beta_feedback","beta_feedback_category_check","CHECK","category",,,"",,,"true","false","CHECK ((category = ANY (ARRAY['feature_request'::text, 'bug_report'::text, 'usability'::text, 'performance'::text, 'other'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","beta_feedback","beta_feedback_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","beta_feedback","beta_feedback_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","beta_feedback","beta_feedback_priority_check","CHECK","priority",,,"",,,"true","false","CHECK ((priority = ANY (ARRAY['p0'::text, 'p1'::text, 'p2'::text, 'p3'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","beta_feedback","beta_feedback_severity_check","CHECK","severity",,,"",,,"true","false","CHECK ((severity = ANY (ARRAY['critical'::text, 'high'::text, 'medium'::text, 'low'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","beta_feedback","beta_feedback_status_check","CHECK","status",,,"",,,"true","false","CHECK ((status = ANY (ARRAY['new'::text, 'acknowledged'::text, 'in_progress'::text, 'resolved'::text, 'closed'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","beta_usage_metrics","beta_usage_metrics_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","beta_usage_metrics","beta_usage_metrics_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","beta_usage_metrics","period_check","CHECK","period_end,period_start",,,"",,,"true","false","CHECK ((period_end > period_start))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","beta_usage_metrics","unique_clinic_period","UNIQUE","clinic_id,period_start,period_end",,,"",,,"true","false","UNIQUE (clinic_id, period_start, period_end)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_audit_logs","billing_audit_logs_actor_type_check","CHECK","actor_type",,,"",,,"true","false","CHECK ((actor_type = ANY (ARRAY['user'::text, 'stripe'::text, 'system'::text, 'internal'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_audit_logs","billing_audit_logs_after_state_object_check","CHECK","after_state",,,"",,,"true","false","CHECK (((after_state IS NULL) OR (jsonb_typeof(after_state) = 'object'::text)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_audit_logs","billing_audit_logs_before_state_object_check","CHECK","before_state",,,"",,,"true","false","CHECK (((before_state IS NULL) OR (jsonb_typeof(before_state) = 'object'::text)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_audit_logs","billing_audit_logs_metadata_object_check","CHECK","metadata",,,"",,,"true","false","CHECK ((jsonb_typeof(metadata) = 'object'::text))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_audit_logs","billing_audit_logs_org_root_clinic_id_fkey","FOREIGN KEY","org_root_clinic_id","public","clinics","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (org_root_clinic_id) REFERENCES clinics(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_audit_logs","billing_audit_logs_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_overrides","billing_overrides_created_by_internal_check","CHECK","created_by_internal",,,"",,,"true","false","CHECK ((length(btrim(created_by_internal)) > 0))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_overrides","billing_overrides_expires_after_starts_check","CHECK","expires_at,starts_at",,,"",,,"true","false","CHECK ((expires_at > starts_at))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_overrides","billing_overrides_metadata_object_check","CHECK","metadata",,,"",,,"true","false","CHECK ((jsonb_typeof(metadata) = 'object'::text))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_overrides","billing_overrides_org_root_clinic_id_fkey","FOREIGN KEY","org_root_clinic_id","public","clinics","id","NO ACTION","RESTRICT","true","false","FOREIGN KEY (org_root_clinic_id) REFERENCES clinics(id) ON DELETE RESTRICT","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_overrides","billing_overrides_override_state_check","CHECK","override_state",,,"",,,"true","false","CHECK ((override_state = ANY (ARRAY['allow_full_access'::text, 'allow_read_export'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_overrides","billing_overrides_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_overrides","billing_overrides_reason_check","CHECK","reason",,,"",,,"true","false","CHECK ((length(btrim(reason)) > 0))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","billing_overrides","billing_overrides_revoke_actor_check","CHECK","revoked_at,revoked_by_internal",,,"",,,"true","false","CHECK (((revoked_at IS NULL) OR ((revoked_by_internal IS NOT NULL) AND (length(btrim(revoked_by_internal)) > 0))))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","blocks","blocks_block_type_check","CHECK","block_type",,,"",,,"true","false","CHECK (((block_type)::text = ANY (ARRAY[('manual'::character varying)::text, ('holiday'::character varying)::text, ('vacation'::character varying)::text, ('training'::character varying)::text, ('maintenance'::character varying)::text, ('emergency'::character varying)::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","blocks","blocks_check","CHECK","end_time,start_time",,,"",,,"true","false","CHECK ((end_time > start_time))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","blocks","blocks_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","blocks","blocks_created_by_fkey","FOREIGN KEY","created_by","auth","users","id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (created_by) REFERENCES auth.users(id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","blocks","blocks_deleted_by_fkey","FOREIGN KEY","deleted_by","auth","users","id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (deleted_by) REFERENCES auth.users(id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","blocks","blocks_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","blocks","blocks_resource_id_fkey","FOREIGN KEY","resource_id","public","resources","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (resource_id) REFERENCES resources(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calendar_feed_tokens","calendar_feed_tokens_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calendar_feed_tokens","calendar_feed_tokens_created_by_fkey","FOREIGN KEY","created_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calendar_feed_tokens","calendar_feed_tokens_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calendar_feed_tokens","calendar_feed_tokens_staff_profile_id_fkey","FOREIGN KEY","staff_profile_id","public","staff_profiles","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (staff_profile_id) REFERENCES staff_profiles(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calendar_feed_tokens","calendar_feed_tokens_target_check","CHECK","feed_type,staff_profile_id,clinic_id",,,"",,,"false","false","CHECK ((((feed_type = 'staff'::text) AND (staff_profile_id IS NOT NULL) AND (clinic_id IS NOT NULL)) OR ((feed_type = 'clinic'::text) AND (clinic_id IS NOT NULL) AND (staff_profile_id IS NULL)))) NOT VALID","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calendar_feed_tokens","calendar_feed_tokens_token_hash_key","UNIQUE","token_hash",,,"",,,"true","false","UNIQUE (token_hash)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calendar_feed_tokens","calendar_feed_tokens_type_check","CHECK","feed_type",,,"",,,"true","false","CHECK ((feed_type = ANY (ARRAY['staff'::text, 'clinic'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","care_episodes","care_episodes_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","care_episodes","care_episodes_created_by_fkey","FOREIGN KEY","created_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","care_episodes","care_episodes_customer_id_fkey","FOREIGN KEY","customer_id","public","customers","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","care_episodes","care_episodes_date_check","CHECK","ended_on,started_on",,,"",,,"true","false","CHECK (((ended_on IS NULL) OR (ended_on >= started_on)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","care_episodes","care_episodes_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","care_episodes","care_episodes_status_check","CHECK","status",,,"",,,"true","false","CHECK ((status = ANY (ARRAY['active'::text, 'paused'::text, 'completed'::text, 'cancelled'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","care_episodes","care_episodes_updated_by_fkey","FOREIGN KEY","updated_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (updated_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","chat_messages","chat_messages_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","chat_messages","chat_messages_session_id_fkey","FOREIGN KEY","session_id","public","chat_sessions","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (session_id) REFERENCES chat_sessions(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","chat_sessions","chat_sessions_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","SET NULL","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","chat_sessions","chat_sessions_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","chat_sessions","chat_sessions_user_id_fkey","FOREIGN KEY","user_id","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_feature_flags","clinic_feature_flags_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_feature_flags","clinic_feature_flags_pkey","PRIMARY KEY","clinic_id",,,"",,,"true","false","PRIMARY KEY (clinic_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_feature_flags","clinic_feature_flags_updated_by_fkey","FOREIGN KEY","updated_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (updated_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_line_credentials","clinic_line_credentials_assertion_kid_not_blank","CHECK","assertion_kid",,,"",,,"true","false","CHECK ((length(btrim(assertion_kid)) > 0))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_line_credentials","clinic_line_credentials_assertion_private_key_not_blank","CHECK","assertion_private_key_encrypted",,,"",,,"true","false","CHECK ((length(btrim(assertion_private_key_encrypted)) > 0))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_line_credentials","clinic_line_credentials_channel_secret_not_blank","CHECK","channel_secret_encrypted",,,"",,,"true","false","CHECK ((length(btrim(channel_secret_encrypted)) > 0))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_line_credentials","clinic_line_credentials_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_line_credentials","clinic_line_credentials_messaging_channel_id_not_blank","CHECK","messaging_channel_id",,,"",,,"true","false","CHECK ((length(btrim(messaging_channel_id)) > 0))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_line_credentials","clinic_line_credentials_pkey","PRIMARY KEY","clinic_id",,,"",,,"true","false","PRIMARY KEY (clinic_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_line_credentials","clinic_line_credentials_updated_by_fkey","FOREIGN KEY","updated_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (updated_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_settings","clinic_settings_category_check","CHECK","category",,,"",,,"true","false","CHECK ((category = ANY (ARRAY['clinic_basic'::text, 'clinic_hours'::text, 'booking_calendar'::text, 'booking_form'::text, 'communication'::text, 'system_security'::text, 'system_backup'::text, 'services_pricing'::text, 'insurance_billing'::text, 'data_management'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_settings","clinic_settings_clinic_id_category_key","UNIQUE","clinic_id,category",,,"",,,"true","false","UNIQUE (clinic_id, category)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_settings","clinic_settings_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_settings","clinic_settings_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinic_settings","clinic_settings_updated_by_fkey","FOREIGN KEY","updated_by","auth","users","id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (updated_by) REFERENCES auth.users(id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinics","clinics_billing_activation_status_check","CHECK","billing_activation_status",,,"",,,"true","false","CHECK ((billing_activation_status = ANY (ARRAY['active'::text, 'pending_billing'::text, 'billing_failed'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinics","clinics_parent_id_fkey","FOREIGN KEY","parent_id","public","clinics","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (parent_id) REFERENCES clinics(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinics","clinics_parent_id_not_self","CHECK","parent_id,id",,,"",,,"true","false","CHECK (((parent_id IS NULL) OR (parent_id <> id)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","clinics","clinics_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","critical_incidents","critical_incidents_category_check","CHECK","category",,,"",,,"true","false","CHECK ((category = ANY (ARRAY['security'::text, 'data_loss'::text, 'service_outage'::text, 'performance'::text, 'other'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","critical_incidents","critical_incidents_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","critical_incidents","critical_incidents_severity_check","CHECK","severity",,,"",,,"true","false","CHECK ((severity = ANY (ARRAY['p0'::text, 'p1'::text, 'p2'::text, 'p3'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","critical_incidents","critical_incidents_status_check","CHECK","status",,,"",,,"true","false","CHECK ((status = ANY (ARRAY['detected'::text, 'investigating'::text, 'mitigating'::text, 'resolved'::text, 'post_mortem'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","csp_violations","csp_violations_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","SET NULL","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","csp_violations","csp_violations_disposition_check","CHECK","disposition",,,"",,,"true","false","CHECK ((disposition = ANY (ARRAY['enforce'::text, 'report'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","csp_violations","csp_violations_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","csp_violations","csp_violations_reviewed_by_fkey","FOREIGN KEY","reviewed_by","auth","users","id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (reviewed_by) REFERENCES auth.users(id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","csp_violations","csp_violations_severity_check","CHECK","severity",,,"",,,"true","false","CHECK ((severity = ANY (ARRAY['low'::text, 'medium'::text, 'high'::text, 'critical'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","csp_violations","csp_violations_threat_score_check","CHECK","threat_score",,,"",,,"true","false","CHECK (((threat_score >= 0) AND (threat_score <= 100)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customer_insurance_coverages","customer_insurance_coverages_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customer_insurance_coverages","customer_insurance_coverages_created_by_fkey","FOREIGN KEY","created_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customer_insurance_coverages","customer_insurance_coverages_customer_id_fkey","FOREIGN KEY","customer_id","public","customers","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customer_insurance_coverages","customer_insurance_coverages_effective_range_check","CHECK","effective_to,effective_from",,,"",,,"true","false","CHECK (((effective_to IS NULL) OR (effective_to >= effective_from)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customer_insurance_coverages","customer_insurance_coverages_patient_burden_rate_check","CHECK","patient_burden_rate",,,"",,,"true","false","CHECK ((patient_burden_rate = ANY (ARRAY[0, 10, 20, 30])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customer_insurance_coverages","customer_insurance_coverages_payer_context_code_check","CHECK","payer_context_code",,,"",,,"true","false","CHECK ((payer_context_code = 'insurance'::text))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customer_insurance_coverages","customer_insurance_coverages_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customer_insurance_coverages","customer_insurance_coverages_updated_by_fkey","FOREIGN KEY","updated_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (updated_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customer_insurance_coverages","customer_insurance_coverages_verification_status_check","CHECK","verification_status",,,"",,,"true","false","CHECK ((verification_status = ANY (ARRAY['confirmed'::text, 'needs_review'::text, 'expired'::text, 'inactive'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customer_insurance_coverages","customer_insurance_coverages_verified_by_fkey","FOREIGN KEY","verified_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (verified_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customers","customers_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customers","customers_created_by_fkey","FOREIGN KEY","created_by","auth","users","id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (created_by) REFERENCES auth.users(id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customers","customers_deleted_by_fkey","FOREIGN KEY","deleted_by","auth","users","id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (deleted_by) REFERENCES auth.users(id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customers","customers_id_clinic_unique","UNIQUE","id,clinic_id",,,"",,,"true","false","UNIQUE (id, clinic_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customers","customers_line_user_id_key","UNIQUE","line_user_id",,,"",,,"true","false","UNIQUE (line_user_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","customers","customers_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_item_tag_definitions","daily_report_item_tag_category_check","CHECK","category",,,"",,,"true","false","CHECK ((category = ANY (ARRAY['payer'::text, 'clinical'::text, 'operation'::text, 'billing_review'::text, 'analysis'::text, 'system'::text, 'other'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_item_tag_definitions","daily_report_item_tag_definitions_pkey","PRIMARY KEY","code",,,"",,,"true","false","PRIMARY KEY (code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_item_tag_definitions","daily_report_item_tag_severity_check","CHECK","severity",,,"",,,"true","false","CHECK ((severity = ANY (ARRAY['info'::text, 'warning'::text, 'needs_review'::text, 'excluded'::text, 'blocked'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_item_tags","daily_report_item_tags_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_item_tags","daily_report_item_tags_created_by_fkey","FOREIGN KEY","created_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_item_tags","daily_report_item_tags_item_id_fkey","FOREIGN KEY","daily_report_item_id","public","daily_report_items","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (daily_report_item_id) REFERENCES daily_report_items(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
